T_s,Sd_m
1.100000000000000144e-01,1.691487266172798844e-03
1.150000000000000189e-01,1.847294448269276492e-03
1.200000000000000233e-01,2.109316964462378419e-03
1.250000000000000278e-01,2.625728138592750040e-03
1.300000000000000322e-01,3.070858751676916985e-03
1.350000000000000366e-01,3.546473937603262030e-03
1.400000000000000411e-01,3.912168711997748675e-03
1.450000000000000455e-01,3.957347545430729176e-03
1.500000000000000500e-01,3.922873687613379762e-03
1.550000000000000544e-01,4.127014606470518800e-03
1.600000000000000588e-01,4.375600773678677870e-03
1.650000000000000633e-01,4.514760651799885373e-03
1.700000000000000677e-01,4.835975917428737315e-03
1.750000000000000722e-01,5.770850275683691265e-03
1.800000000000000766e-01,6.314439197015110639e-03
1.850000000000000810e-01,6.450454044672484892e-03
1.900000000000000855e-01,6.355284371484560234e-03
1.950000000000000899e-01,6.502398863188687574e-03
2.000000000000000944e-01,6.880132897501096620e-03
2.050000000000000988e-01,7.867890807508921489e-03
2.100000000000001033e-01,8.677938577606228096e-03
2.150000000000001077e-01,9.355267079172939482e-03
2.200000000000001121e-01,9.914264001821956537e-03
2.250000000000001166e-01,1.036724779107035810e-02
2.300000000000001210e-01,1.067130804299923526e-02
2.350000000000001255e-01,1.125544905196872343e-02
2.400000000000001299e-01,1.288809443232601104e-02
2.450000000000001343e-01,1.556613657953897709e-02
2.500000000000001110e-01,1.824126625537335344e-02
2.550000000000001155e-01,2.067278333555195788e-02
2.600000000000001199e-01,2.238218765967049662e-02
2.650000000000001243e-01,2.310549547613032634e-02
2.700000000000001288e-01,2.282503191552774299e-02
2.750000000000001332e-01,2.166802374432106118e-02
2.800000000000001377e-01,1.985332093131710399e-02
2.850000000000001421e-01,1.865202677378446222e-02
2.900000000000001465e-01,1.837453490214379162e-02
2.950000000000001510e-01,1.823987975940812370e-02
3.000000000000001554e-01,1.807443100776245579e-02
3.050000000000001599e-01,1.786494461246911428e-02
3.100000000000001643e-01,1.790264062204313320e-02
3.150000000000001688e-01,1.893479358192607861e-02
3.200000000000001732e-01,1.994268922632890309e-02
3.250000000000001776e-01,2.085798944744270828e-02
3.300000000000001821e-01,2.165626749360977446e-02
3.350000000000001865e-01,2.233932020348049566e-02
3.400000000000001910e-01,2.293714641707930366e-02
3.450000000000001954e-01,2.347692929755535243e-02
3.500000000000001998e-01,2.395753260477867172e-02
3.550000000000002043e-01,2.465195278194568310e-02
3.600000000000002087e-01,2.533515826322628103e-02
3.650000000000002132e-01,2.594070303701699956e-02
3.700000000000002176e-01,2.647188221782497894e-02
3.750000000000002220e-01,2.699421226032883148e-02
3.800000000000002265e-01,2.745064482953689725e-02
3.850000000000002309e-01,2.784901191221131680e-02
3.900000000000002354e-01,2.823422063414354061e-02
3.950000000000002398e-01,2.853951485161797946e-02
4.000000000000002442e-01,2.877849459719335895e-02
4.050000000000002487e-01,2.895506864373959682e-02
4.100000000000002531e-01,2.900859638391223641e-02
4.150000000000002576e-01,2.898201622151332091e-02
4.200000000000002620e-01,2.885440295268162925e-02
4.250000000000002665e-01,2.864051685542902403e-02
4.300000000000002709e-01,2.840246426714871167e-02
4.350000000000002753e-01,2.819256594101175392e-02
4.400000000000002798e-01,2.976272562168066904e-02
4.450000000000002842e-01,3.110144049469453290e-02
4.500000000000002887e-01,3.225687756571517240e-02
4.550000000000002931e-01,3.318793243628151424e-02
4.600000000000002975e-01,3.395211275101815696e-02
4.650000000000003020e-01,3.446486650208200470e-02
4.700000000000003064e-01,3.476756871631210555e-02
4.750000000000003109e-01,3.481596263948311815e-02
4.800000000000003153e-01,3.577025810441239462e-02
4.850000000000003197e-01,3.791098034819361667e-02
4.900000000000003242e-01,3.954940307280001982e-02
4.950000000000003286e-01,4.184419737575271331e-02
5.000000000000000000e-01,4.439924122837738546e-02
5.100000000000000089e-01,4.763389269491211803e-02
5.200000000000000178e-01,4.845394568025447601e-02
5.300000000000000266e-01,4.737182343635333581e-02
5.400000000000000355e-01,4.555480934170992591e-02
5.500000000000000444e-01,4.350200856866119625e-02
5.600000000000000533e-01,4.134388561015446550e-02
5.700000000000000622e-01,3.917974553990880709e-02
5.800000000000000711e-01,3.699721032181855357e-02
5.900000000000000799e-01,3.490781397096438810e-02
6.000000000000000888e-01,3.344591638989546228e-02
6.100000000000000977e-01,3.212445321311734742e-02
6.200000000000001066e-01,3.108551797825454682e-02
6.300000000000001155e-01,3.050228737646162522e-02
6.400000000000001243e-01,3.046463281768206285e-02
6.500000000000001332e-01,3.105604951691149154e-02
6.600000000000001421e-01,3.220994058860927878e-02
6.700000000000001510e-01,3.378589862202978356e-02
6.800000000000001599e-01,3.556351003199835492e-02
6.900000000000001688e-01,3.732734145707845841e-02
7.000000000000001776e-01,3.883999377342550047e-02
7.100000000000001865e-01,4.133230359408979204e-02
7.200000000000001954e-01,4.348227913166628766e-02
7.300000000000002043e-01,4.496253434850167041e-02
7.400000000000002132e-01,4.573143604723796385e-02
7.500000000000002220e-01,4.728443012627299435e-02
7.600000000000002309e-01,4.963514936263976884e-02
7.700000000000002398e-01,5.143220909216155573e-02
7.800000000000002487e-01,5.256141853223356836e-02
7.900000000000002576e-01,5.295809680042350143e-02
8.000000000000002665e-01,5.392394474250680747e-02
8.100000000000002753e-01,5.550994820308683547e-02
8.200000000000002842e-01,5.653688410317404128e-02
8.300000000000002931e-01,5.698451353474280612e-02
8.400000000000003020e-01,5.684202918379831215e-02
8.500000000000003109e-01,5.610780278718267844e-02
8.600000000000003197e-01,5.479685559698001945e-02
8.700000000000003286e-01,5.295670323171586952e-02
8.800000000000003375e-01,5.080159921385326433e-02
8.900000000000003464e-01,5.153457226954773207e-02
9.000000000000003553e-01,5.225637285622266454e-02
9.100000000000003642e-01,5.297949300287843610e-02
9.200000000000003730e-01,5.373210556262445620e-02
9.300000000000003819e-01,5.451110329906782431e-02
9.400000000000003908e-01,5.533454916613687186e-02
9.500000000000003997e-01,5.617974692140505905e-02
9.600000000000004086e-01,5.705896786250959363e-02
9.700000000000004174e-01,5.794675381283782151e-02
9.800000000000004263e-01,5.884868568651200477e-02
9.900000000000004352e-01,5.974236195397948646e-02
1.000000000000000444e+00,6.062996622967944255e-02
1.010000000000000453e+00,6.150028306085879998e-02
1.020000000000000462e+00,6.234454163835836948e-02
1.030000000000000471e+00,6.316930559616003305e-02
1.040000000000000480e+00,6.393774624235863679e-02
1.050000000000000488e+00,6.465054251358412496e-02
1.060000000000000497e+00,6.529555854055214825e-02
1.070000000000000506e+00,6.586266497331995373e-02
1.080000000000000515e+00,6.635022970494196259e-02
1.090000000000000524e+00,6.675793162902007860e-02
1.100000000000000533e+00,6.708625788108367460e-02
1.110000000000000542e+00,6.733596755399015588e-02
1.120000000000000551e+00,6.751543614776706059e-02
1.130000000000000560e+00,6.763183016034092498e-02
1.140000000000000568e+00,6.767618327345618912e-02
1.150000000000000577e+00,6.764852105558963324e-02
1.160000000000000586e+00,6.757225837230919352e-02
1.170000000000000595e+00,6.743766331410065706e-02
1.180000000000000604e+00,6.723455219756409307e-02
1.190000000000000613e+00,6.700168981472048868e-02
1.200000000000000622e+00,6.670285556942150140e-02
1.210000000000000631e+00,6.636281495246941498e-02
1.220000000000000639e+00,6.597178357130978332e-02
1.230000000000000648e+00,6.553516110212301293e-02
1.240000000000000657e+00,6.505371035033946647e-02
1.250000000000000666e+00,6.452898648004065651e-02
1.260000000000000675e+00,6.396043634104993381e-02
1.270000000000000684e+00,6.335536826987830938e-02
1.280000000000000693e+00,6.270645053882394071e-02
1.290000000000000702e+00,6.202896721957999043e-02
1.300000000000000711e+00,6.130930575050753950e-02
1.310000000000000719e+00,6.056782683128009853e-02
1.320000000000000728e+00,5.994494814072429123e-02
1.330000000000000737e+00,6.038193586464744855e-02
1.340000000000000746e+00,6.080211819465664719e-02
1.350000000000000755e+00,6.119728360615503404e-02
1.360000000000000764e+00,6.156933945412524506e-02
1.370000000000000773e+00,6.194168302008921934e-02
1.380000000000000782e+00,6.229216461193719939e-02
1.390000000000000790e+00,6.262202969602873037e-02
1.400000000000000799e+00,6.294010825163223743e-02
1.410000000000000808e+00,6.325429956225794847e-02
1.420000000000000817e+00,6.355090206496005756e-02
1.430000000000000826e+00,6.383093819693982929e-02
1.440000000000000835e+00,6.410734330851021456e-02
1.450000000000000844e+00,6.437734013456594684e-02
1.460000000000000853e+00,6.463278321559956519e-02
1.470000000000000862e+00,6.487424753180265347e-02
1.480000000000000870e+00,6.511635962536405087e-02
1.490000000000000879e+00,6.535028609715570758e-02
1.500000000000000888e+00,6.557087017994719935e-02
1.510000000000000897e+00,6.577821353256045611e-02
1.520000000000000906e+00,6.598655745476224299e-02
1.530000000000000915e+00,6.618553040409351496e-02
1.540000000000000924e+00,6.637071430871381572e-02
1.550000000000000933e+00,6.654188570224107979e-02
1.560000000000000941e+00,6.671125827742278858e-02
1.570000000000000950e+00,6.687093636202999514e-02
1.580000000000000959e+00,6.701546116553350196e-02
1.590000000000000968e+00,6.714452664231557177e-02
1.600000000000000977e+00,6.726688548517682775e-02
1.610000000000000986e+00,6.738076574063098234e-02
1.620000000000000995e+00,6.747816383036180088e-02
1.630000000000001004e+00,6.755892155113879527e-02
1.640000000000001013e+00,6.762638299426587674e-02
1.650000000000001021e+00,6.768933751051275927e-02
1.660000000000001030e+00,6.773529423077156997e-02
1.670000000000001039e+00,6.776438347787905325e-02
1.680000000000001048e+00,6.777681908786230280e-02
1.690000000000001057e+00,6.778201049634148545e-02
1.700000000000001066e+00,6.777644738260277246e-02
1.710000000000001075e+00,6.775502146583745056e-02
1.720000000000001084e+00,6.771826138288723762e-02
1.730000000000001092e+00,6.766676840729377029e-02
1.740000000000001101e+00,6.760827370372649026e-02
1.750000000000001110e+00,6.754215587109665964e-02
1.760000000000001119e+00,6.746310861571547246e-02
1.770000000000001128e+00,6.737196176420662264e-02
1.780000000000001137e+00,6.726958781440173230e-02
1.790000000000001146e+00,6.715689496185800467e-02
1.800000000000001155e+00,6.704126345997804548e-02
1.810000000000001164e+00,6.692146943866102149e-02
1.820000000000001172e+00,6.679383895250071146e-02
1.830000000000001181e+00,6.665935696589168902e-02
1.840000000000001190e+00,6.651901143519138582e-02
1.850000000000001199e+00,6.637378708972088703e-02
1.860000000000001208e+00,6.622465949319823741e-02
1.870000000000001217e+00,6.607261274654398220e-02
1.880000000000001226e+00,6.592686918854284706e-02
1.890000000000001235e+00,6.577969377001702256e-02
1.900000000000001243e+00,6.563198232316067027e-02
1.910000000000001252e+00,6.548459761991611006e-02
1.920000000000001261e+00,6.533836550539585952e-02
1.930000000000001270e+00,6.519407143687107331e-02
1.940000000000001279e+00,6.505245743578680351e-02
1.950000000000001288e+00,6.491421945729346221e-02
1.960000000000001297e+00,6.478000517868204300e-02
1.970000000000001306e+00,6.465041220489885221e-02
1.980000000000001315e+00,6.452598668604365983e-02
1.990000000000001323e+00,6.441209782121846972e-02
2.000000000000001332e+00,6.430456794006920995e-02
